complaint_id,customer_id,branch_id,complaint_date,complaint_type,severity,complaint_status,resolved_date,service_cost
CP001633,C00764,B018,2026-08-25,Unauthorized Transaction,Low,Closed,2026-09-06,515.89
CP001634,C00480,B021,2024-11-12,Unauthorized Transaction,High,Closed,2024-11-25,254.98
CP001635,C00636,B025,2026-03-11,Unauthorized Transaction,Low,Closed,2026-03-23,647.49
CP001636,C00784,B005,2025-09-22,ATM,Low,Open,,597.1
CP001637,C00870,B009,2026-04-22,Account Service,Critical,Closed,2026-05-14,780.54
CP001638,C00955,B023,2026-08-29,Charges/Fees,High,Closed,2026-09-16,314.19
CP001639,C00500,B015,2025-12-12,Charges/Fees,Medium,Closed,2025-12-24,268.97
CP001640,C00134,B023,2025-12-27,Account Service,Low,Closed,2025-12-30,603.1
CP001641,C00430,B023,2024-01-24,Account Service,Medium,Closed,2024-01-30,600.71
CP001642,C00080,B023,2025-05-23,Loan Service,Low,Closed,2025-06-04,128.45
CP001643,C00867,B015,2026-05-25,Account Service,Medium,Closed,2026-06-04,689.31
CP001644,C00227,B012,2025-04-06,App/Login,Low,Closed,2025-04-17,340.84
CP001645,C00389,B016,2024-11-17,Card Issue,Low,Open,,361.67
CP001646,C00704,B003,2025-08-29,Card Issue,Low,Closed,2025-08-31,100.19
CP001647,C00026,B024,2024-07-04,Account Service,Medium,Closed,2024-07-11,699.43
CP001648,C00478,B015,2025-03-22,Loan Service,High,Open,,98.81
CP001649,C00603,B007,2025-03-05,Charges/Fees,Medium,Closed,2025-03-11,414.24
CP001650,C00413,B022,2024-10-26,ATM,Low,Open,,222.41
CP001651,C00518,B013,2024-11-30,Unauthorized Transaction,Medium,Closed,2024-12-03,541.05
CP001652,C00192,B006,2024-11-29,Unauthorized Transaction,Low,Closed,2024-12-10,385.81
CP001653,C00380,B025,2025-04-29,Card Issue,Medium,Open,,645.78
CP001654,C00484,B024,2026-01-04,ATM,Low,Closed,2026-01-06,442.61
CP001655,C00003,B022,2025-12-24,Account Service,Low,Closed,2025-12-25,662.96
CP001656,C00095,B024,2024-09-07,Card Issue,Medium,Closed,2024-09-18,112.87
CP001657,C00756,B012,2025-08-29,Account Service,Medium,Closed,2025-09-02,481.12
CP001658,C00089,B024,2024-06-01,Charges/Fees,Medium,Closed,2024-06-12,152.13
CP001659,C00380,B025,2024-11-02,App/Login,High,Closed,2024-11-24,493.54
CP001660,C00702,B006,2025-09-19,Unauthorized Transaction,Medium,Closed,2025-09-19,218.09
CP001661,C00437,B023,2026-03-17,Charges/Fees,Medium,Open,,697.27
CP001662,C00769,B007,2026-08-22,Unauthorized Transaction,High,Closed,2026-09-05,672.6
CP001663,C00820,B017,2025-05-29,Charges/Fees,Medium,Closed,2025-06-05,483.33
CP001664,C00635,B005,2024-02-20,Loan Service,Low,Closed,2024-02-28,576.94
CP001665,C00674,B016,2025-01-11,Unauthorized Transaction,Medium,Closed,2025-01-15,354.1
CP001666,C00778,B024,2024-12-15,Charges/Fees,High,Closed,2024-12-18,103.77
CP001667,C00403,B010,2025-08-22,Unauthorized Transaction,Medium,Closed,2025-08-30,379.99
CP001668,C00440,B010,2026-01-01,ATM,Medium,Closed,2026-01-11,130.18
CP001669,C00576,B012,2025-12-22,Card Issue,Low,Closed,2025-12-25,133.94
CP001670,C00845,B011,2024-03-19,Unauthorized Transaction,Medium,Closed,2024-03-29,360.91
CP001671,C00499,B004,2024-04-29,Card Issue,Low,Closed,2024-05-10,426.97
CP001672,C00797,B002,2024-01-11,Card Issue,High,Closed,2024-01-21,191.02
CP001673,C00517,B006,2024-03-29,Account Service,Low,Closed,2024-04-03,419.86
CP001674,C00445,B010,2024-09-13,Card Issue,High,Closed,2024-09-15,108.78
CP001675,C00691,B010,2024-12-07,Card Issue,Medium,Closed,2024-12-10,248.8
CP001676,C00193,B015,2026-07-31,Charges/Fees,Medium,Closed,2026-08-06,515.92
CP001677,C00119,B012,2026-07-21,Loan Service,Medium,Open,,427.56
CP001678,C00265,B002,2024-12-25,Loan Service,Low,Closed,2024-12-29,484.73
CP001679,C00499,B004,2024-06-17,Loan Service,High,Closed,2024-07-12,510.27
CP001680,C00925,B020,2025-12-17,ATM,Critical,Closed,2026-01-01,511.77
CP001681,C00440,B010,2025-06-04,App/Login,Medium,Open,,267.7
CP001682,C00517,B006,2026-05-29,ATM,High,Closed,2026-05-29,682.85
CP001683,C00336,B018,2026-01-02,Account Service,Low,Closed,2026-01-10,99.5
CP001684,C00933,B016,2024-09-24,Loan Service,Low,Closed,2024-10-04,598.33
CP001685,C00483,B005,2025-04-09,ATM,Low,Closed,2025-04-10,451.81
CP001686,C00485,B010,2024-05-03,Charges/Fees,Medium,Closed,2024-05-07,671.85
CP001687,C00361,B003,2025-03-06,Account Service,Low,Closed,2025-03-12,262.27
CP001688,C00633,B019,2025-02-27,ATM,Medium,Closed,2025-03-10,281.17
CP001689,C00705,B006,2025-08-05,Charges/Fees,Medium,Closed,2025-08-16,313.17
CP001690,C00473,B005,2025-06-22,ATM,Medium,Closed,2025-06-23,223.88
CP001691,C00291,B021,2026-05-02,Charges/Fees,Medium,Closed,2026-05-09,445.65
CP001692,C00799,B013,2026-08-04,Loan Service,Low,Closed,2026-08-07,465.1
CP001693,C00094,B005,2026-05-20,Unauthorized Transaction,Low,Closed,2026-05-26,452.2
CP001694,C00624,B001,2025-07-03,Account Service,Low,Closed,2025-07-15,564.07
CP001695,C00254,B011,2024-11-21,App/Login,Medium,Closed,2024-11-30,424.83
CP001696,C00715,B025,2025-05-29,Loan Service,Low,Closed,2025-06-05,417.91
CP001697,C00059,B025,2025-06-01,Charges/Fees,Low,Closed,2025-06-10,389.88
CP001698,C00967,B006,2026-07-29,ATM,Low,Open,,236.57
CP001699,C00300,B006,2026-08-01,App/Login,High,Open,,114.55
CP001700,C00560,B004,2026-08-21,Charges/Fees,Medium,Closed,2026-08-22,565.53
CP001701,C00661,B019,2024-08-10,Account Service,High,Closed,2024-08-18,421.99
CP001702,C00158,B004,2024-02-04,Unauthorized Transaction,High,Closed,2024-02-18,666.09
CP001703,C00494,B025,2026-03-31,ATM,Critical,Closed,2026-04-09,188.9
CP001704,C00046,B015,2024-07-11,Account Service,Medium,Open,,629.83
CP001705,C00471,B017,2026-03-06,Card Issue,High,Open,,110.63
CP001706,C00219,B011,2026-07-28,App/Login,Medium,Closed,2026-07-31,255.7
CP001707,C00241,B003,2025-10-10,Card Issue,Low,Closed,2025-10-11,472.9
CP001708,C00442,B011,2024-12-27,ATM,Low,Closed,2025-01-01,197.43
CP001709,C00242,B025,2024-05-24,Account Service,Low,Open,,281.99
CP001710,C00639,B013,2024-07-21,Loan Service,Medium,Closed,2024-07-26,193.62
CP001711,C00122,B016,2026-08-01,Card Issue,High,Closed,2026-08-22,551.74
CP001712,C00601,B022,2025-06-03,Charges/Fees,High,Open,,310.58
CP001713,C00184,B019,2024-05-18,Unauthorized Transaction,Low,Closed,2024-05-18,140.42
CP001714,C00202,B015,2024-09-20,Account Service,Medium,Closed,2024-09-30,159.21
CP001715,C00593,B002,2026-01-20,Unauthorized Transaction,Medium,Closed,2026-01-20,545.11
CP001716,C00377,B009,2026-08-01,App/Login,Low,Closed,2026-08-13,301.68
CP001717,C00631,B012,2025-12-23,Card Issue,Medium,Open,,479.88
CP001718,C00584,B003,2026-02-13,Account Service,Medium,Closed,2026-02-14,342.07
CP001719,C00979,B015,2025-11-26,ATM,High,Closed,2025-12-18,693.98
CP001720,C00796,B022,2025-01-06,ATM,Low,Closed,2025-01-08,681.4
CP001721,C00985,B018,2024-06-03,Charges/Fees,Medium,Closed,2024-06-14,323.18
CP001722,C00485,B010,2024-07-18,Account Service,High,Closed,2024-08-01,446.88
CP001723,C00979,B015,2024-12-01,Card Issue,Medium,Open,,274.45
CP001724,C00771,B004,2024-07-11,Account Service,High,Closed,2024-07-18,126.11
CP001725,C00892,B013,2026-01-24,Charges/Fees,Low,Closed,2026-02-03,177.09
CP001726,C00300,B006,2026-07-12,Card Issue,High,Closed,2026-07-29,582.77
CP001727,C00306,B012,2024-09-03,ATM,High,Closed,2024-09-14,311.88
CP001728,C00894,B009,2024-03-30,Charges/Fees,Low,Open,,353.88
CP001729,C00526,B022,2026-07-25,Card Issue,High,Closed,2026-08-12,287.09
CP001730,C00679,B001,2024-09-29,Account Service,Low,Closed,2024-10-10,220.07
CP001731,C00852,B010,2026-06-03,Unauthorized Transaction,High,Closed,2026-06-05,312.89
CP001732,C00350,B024,2024-04-23,ATM,Medium,Open,,418.86
CP001733,C00857,B005,2025-11-27,Account Service,Critical,Closed,2025-12-22,175.31
CP001734,C00461,B010,2025-01-24,Account Service,Low,Open,,462.37
CP001735,C00010,B002,2024-08-12,Charges/Fees,Medium,Closed,2024-08-17,524.57
CP001736,C00274,B007,2024-06-08,Loan Service,Medium,Closed,2024-06-19,177.18
CP001737,C00959,B023,2024-02-18,Card Issue,High,Closed,2024-03-11,323.48
CP001738,C00492,B025,2024-10-30,Charges/Fees,Medium,Closed,2024-10-31,352.37
CP001739,C00265,B002,2024-04-11,Unauthorized Transaction,Medium,Open,,415.01
CP001740,C00864,B016,2024-02-09,Account Service,Medium,Open,,501.48
CP001741,C00219,B011,2026-01-06,ATM,Low,Open,,361.09
CP001742,C00073,B016,2025-03-05,Charges/Fees,Critical,Closed,2025-03-25,579.76
CP001743,C00191,B024,2025-10-24,Charges/Fees,Low,Open,,106.48
CP001744,C00828,B003,2024-08-08,Loan Service,Critical,Closed,2024-08-16,520.39
CP001745,C00343,B024,2024-09-20,Card Issue,Medium,Open,,653.92
CP001746,C00667,B019,2024-01-08,App/Login,Low,Closed,2024-01-17,77.43
CP001747,C00732,B020,2024-12-31,Loan Service,Low,Closed,2025-01-01,606.12
CP001748,C00165,B003,2025-03-30,Loan Service,Low,Closed,2025-04-07,212.48
CP001749,C00840,B004,2025-05-02,ATM,Medium,Closed,2025-05-12,475.06
CP001750,C00793,B005,2025-08-01,Card Issue,Medium,Closed,2025-08-11,148.05
CP001751,C00316,B017,2024-02-05,Charges/Fees,Low,Open,,685.72
CP001752,C00715,B025,2025-02-03,Charges/Fees,Critical,Closed,2025-02-21,400.29
CP001753,C00673,B005,2025-04-02,Charges/Fees,Low,Closed,2025-04-13,174.75
CP001754,C00136,B025,2025-05-12,Account Service,High,Closed,2025-05-14,427.53
CP001755,C00656,B009,2025-08-20,Card Issue,Low,Open,,105.31
CP001756,C00537,B023,2024-02-24,App/Login,Medium,Closed,2024-02-24,670.33
CP001757,C00916,B003,2024-07-18,Charges/Fees,Medium,Closed,2024-07-26,692.23
CP001758,C00459,B011,2024-06-29,App/Login,Medium,Open,,265.41
CP001759,C00843,B004,2024-03-17,Loan Service,Medium,Closed,2024-03-24,591.09
CP001760,C00721,B016,2025-11-08,App/Login,Medium,Closed,2025-11-09,304.68
CP001761,C00419,B018,2025-06-29,Charges/Fees,Low,Closed,2025-07-10,482.45
CP001762,C00448,B025,2026-04-10,Account Service,Medium,Closed,2026-04-10,150.02
CP001763,C00984,B023,2024-06-19,Charges/Fees,Low,Closed,2024-06-30,382.68
CP001764,C00924,B013,2024-10-25,Loan Service,Medium,Closed,2024-10-30,330.19
CP001765,C00895,B015,2024-01-02,Account Service,High,Closed,2024-01-07,322.85
CP001766,C00819,B006,2026-02-09,Account Service,High,Closed,2026-02-11,585.21
CP001767,C00012,B013,2026-02-23,Unauthorized Transaction,Low,Closed,2026-03-04,607.36
CP001768,C00535,B005,2025-12-23,Card Issue,High,Closed,2026-01-02,334.03
CP001769,C00458,B020,2025-11-26,Card Issue,Low,Closed,2025-11-29,511.28
CP001770,C00711,B020,2024-03-29,Charges/Fees,Medium,Closed,2024-04-06,119.88
CP001771,C00585,B011,2024-01-20,Charges/Fees,Low,Closed,2024-01-28,169.65
CP001772,C00587,B009,2026-05-28,Card Issue,Low,Closed,2026-06-07,374.43
CP001773,C00661,B019,2026-07-21,Unauthorized Transaction,High,Closed,2026-07-28,451.9
CP001774,C00405,B014,2026-08-29,ATM,Low,Open,,302.44
CP001775,C00667,B019,2024-05-26,ATM,Medium,Closed,2024-05-30,87.31
CP001776,C00640,B006,2026-08-08,ATM,Low,Closed,2026-08-13,624.02
CP001777,C00641,B001,2026-05-19,Charges/Fees,High,Closed,2026-06-02,477.24
CP001778,C00852,B010,2026-06-26,Charges/Fees,Medium,Closed,2026-06-29,428.91
CP001779,C00522,B012,2024-06-27,ATM,Medium,Closed,2024-07-07,163.9
CP001780,C00206,B017,2025-07-09,Loan Service,Medium,Closed,2025-07-16,565.23
CP001781,C00918,B021,2026-08-29,Account Service,Medium,Closed,2026-09-03,450.55
CP001782,C00163,B016,2025-11-29,Account Service,Medium,Open,,85.93
CP001783,C00092,B012,2026-04-09,Account Service,Medium,Closed,2026-04-16,250.19
CP001784,C00673,B005,2025-12-18,Charges/Fees,Critical,Closed,2026-01-09,470.01
CP001785,C00159,B009,2024-05-08,Loan Service,Medium,Closed,2024-05-10,109.49
CP001786,C00009,B018,2024-05-23,App/Login,Medium,Closed,2024-05-29,300.14
CP001787,C00457,B014,2025-01-30,Card Issue,High,Open,,177.8
CP001788,C00443,B022,2025-06-20,Account Service,High,Open,,110.33
CP001789,C00336,B018,2026-07-19,Charges/Fees,Low,Closed,2026-07-28,557.38
CP001790,C00077,B010,2024-08-11,Loan Service,Medium,Closed,2024-08-21,367.59
CP001791,C00017,B023,2025-09-29,Account Service,Medium,Closed,2025-10-10,543.81
CP001792,C00750,B022,2025-10-07,Account Service,Medium,Closed,2025-10-17,479.03
CP001793,C00911,B019,2025-08-17,App/Login,Medium,Closed,2025-08-26,220.26
CP001794,C00648,B001,2025-07-06,Card Issue,Low,Closed,2025-07-07,180.41
CP001795,C00656,B009,2025-01-30,Account Service,Low,Closed,2025-02-08,469.55
CP001796,C00888,B024,2025-11-15,ATM,High,Open,,699.32
CP001797,C00558,B019,2025-12-21,Account Service,Low,Closed,2025-12-27,379.41
CP001798,C00724,B024,2026-06-22,Account Service,Low,Closed,2026-06-27,250.0
CP001799,C00364,B009,2024-02-10,App/Login,High,Open,,148.19
CP001800,C00051,B006,2024-01-09,Card Issue,Medium,Closed,2024-01-09,581.34
CP001801,C00946,B008,2026-07-13,App/Login,Medium,Closed,2026-07-15,316.04
CP001802,C00384,B024,2025-04-08,Loan Service,Low,Closed,2025-04-12,57.15
CP001803,C00384,B024,2024-04-24,Charges/Fees,Low,Closed,2024-05-01,675.99
CP001804,C00955,B023,2024-01-31,ATM,Medium,Closed,2024-02-04,456.41
CP001805,C00255,B011,2024-10-29,Loan Service,Low,Closed,2024-11-03,308.7
CP001806,C00401,B015,2025-11-27,Account Service,Medium,Open,,532.97
CP001807,C00382,B021,2025-08-08,Loan Service,Low,Closed,2025-08-12,640.94
CP001808,C00610,B005,2025-09-21,Charges/Fees,Medium,Closed,2025-09-30,571.2
CP001809,C00337,B017,2024-08-14,Account Service,Low,Closed,2024-08-21,434.67
CP001810,C00756,B012,2026-04-03,App/Login,Low,Closed,2026-04-07,518.72
CP001811,C00327,B003,2024-06-19,Charges/Fees,Low,Closed,2024-06-22,340.37
CP001812,C00545,B020,2024-05-15,Account Service,Low,Closed,2024-05-26,81.62
CP001813,C00422,B008,2024-08-05,Card Issue,High,Closed,2024-08-30,437.31
CP001814,C00319,B009,2024-07-23,Account Service,High,Closed,2024-08-08,670.72
CP001815,C00447,B002,2025-01-22,App/Login,Low,Closed,2025-02-02,105.98
CP001816,C00546,B011,2025-02-07,Charges/Fees,High,Closed,2025-02-12,225.76
CP001817,C00840,B004,2024-03-27,Charges/Fees,Medium,Closed,2024-03-30,275.98
CP001818,C00114,B023,2024-01-22,ATM,Medium,Closed,2024-01-27,613.78
CP001819,C00001,B005,2026-01-04,Loan Service,Medium,Closed,2026-01-05,180.3
CP001820,C00796,B022,2024-12-23,Charges/Fees,Medium,Closed,2024-12-24,218.63
CP001821,C00079,B012,2024-11-29,Card Issue,Medium,Closed,2024-11-30,75.21
CP001822,C00796,B022,2024-09-20,Card Issue,Low,Closed,2024-09-27,404.15
CP001823,C00294,B020,2025-02-14,Unauthorized Transaction,Medium,Closed,2025-02-25,220.64
CP001824,C00629,B016,2024-06-13,Loan Service,High,Closed,2024-06-18,535.23
CP001825,C00597,B015,2025-05-29,Account Service,Medium,Open,,341.91
CP001826,C00097,B010,2026-02-11,Charges/Fees,Low,Closed,2026-02-17,121.99
CP001827,C00482,B025,2026-04-04,Charges/Fees,High,Closed,2026-04-29,146.27
CP001828,C00646,B003,2024-10-07,Account Service,Medium,Closed,2024-10-13,243.08
CP001829,C00088,B020,2024-11-26,Unauthorized Transaction,High,Closed,2024-12-06,322.11
CP001830,C00444,B020,2024-07-26,Charges/Fees,Medium,Closed,2024-07-28,586.02
CP001831,C00090,B009,2025-02-15,ATM,Low,Closed,2025-02-16,85.46
CP001832,C00738,B017,2025-03-31,Card Issue,Critical,Closed,2025-04-06,987.94
CP001833,C00658,B020,2025-10-12,Loan Service,Medium,Closed,2025-10-23,497.33
CP001834,C00004,B017,2024-09-03,Card Issue,High,Closed,2024-09-13,90.66
CP001835,C00176,B015,2026-06-07,Unauthorized Transaction,Low,Open,,429.89
CP001836,C00323,B017,2026-07-29,Charges/Fees,Medium,Closed,2026-08-06,132.76
CP001837,C00033,B014,2024-05-08,Charges/Fees,Critical,Closed,2024-05-17,452.31
CP001838,C00799,B013,2024-06-03,Card Issue,Medium,Closed,2024-06-07,652.13
CP001839,C00279,B008,2026-04-01,Charges/Fees,Low,Closed,2026-04-12,567.19
CP001840,C00629,B016,2024-04-12,Charges/Fees,Low,Closed,2024-04-24,463.25
CP001841,C00822,B015,2024-10-01,Loan Service,Low,Closed,2024-10-12,223.49
CP001842,C00774,B012,2026-05-22,Unauthorized Transaction,Medium,Open,,534.97
CP001843,C00314,B010,2026-06-24,Charges/Fees,High,Closed,2026-06-29,120.71
CP001844,C00612,B020,2026-02-07,Loan Service,Low,Closed,2026-02-07,515.35
CP001845,C00262,B011,2026-03-17,Charges/Fees,High,Closed,2026-03-23,606.11
CP001846,C00746,B012,2026-04-16,Charges/Fees,Low,Closed,2026-04-27,397.38
CP001847,C00165,B003,2025-03-08,Card Issue,High,Closed,2025-03-10,283.16
CP001848,C00579,B002,2025-04-14,Unauthorized Transaction,Medium,Open,,165.37
CP001849,C00576,B012,2024-12-15,Account Service,Low,Closed,2024-12-25,334.93
CP001850,C00120,B012,2025-11-18,Charges/Fees,High,Open,,429.53
CP001851,C00402,B009,2024-04-13,Card Issue,Low,Closed,2024-04-25,564.92
CP001852,C00843,B004,2026-02-19,Charges/Fees,Medium,Open,,550.15
CP001853,C00292,B002,2026-07-10,ATM,High,Open,,402.21
CP001854,C00117,B008,2026-05-21,Card Issue,Medium,Closed,2026-05-26,81.17
CP001855,C00996,B001,2024-03-12,Account Service,High,Closed,2024-03-28,362.96
CP001856,C00995,B022,2024-10-24,Unauthorized Transaction,Medium,Closed,2024-11-02,599.66
CP001857,C00722,B013,2026-07-22,Loan Service,Medium,Closed,2026-08-03,549.34
CP001858,C00535,B005,2026-07-05,Account Service,Medium,Closed,2026-07-05,198.97
CP001859,C00993,B011,2024-02-01,Charges/Fees,Low,Closed,2024-02-08,495.87
CP001860,C00518,B013,2024-07-30,Card Issue,High,Closed,2024-08-15,527.55
CP001861,C00039,B007,2026-01-23,Card Issue,High,Closed,2026-01-28,308.12
CP001862,C00665,B024,2026-02-10,Charges/Fees,High,Closed,2026-02-21,325.47
CP001863,C00545,B020,2024-04-15,Loan Service,Medium,Closed,2024-04-23,650.24
CP001864,C00728,B016,2026-08-11,Loan Service,Medium,Closed,2026-08-14,509.45
CP001865,C00967,B006,2025-12-06,App/Login,Medium,Closed,2025-12-15,395.55
CP001866,C00605,B015,2026-06-07,Loan Service,Low,Closed,2026-06-14,306.95
CP001867,C00490,B010,2024-06-01,Account Service,Low,Closed,2024-06-06,234.38
CP001868,C00721,B016,2026-08-12,Card Issue,High,Closed,2026-08-29,573.85
CP001869,C00262,B011,2026-01-31,Unauthorized Transaction,High,Closed,2026-02-23,530.05
CP001870,C00260,B015,2024-05-06,ATM,Low,Closed,2024-05-17,383.41
CP001871,C00210,B016,2024-12-25,Account Service,Medium,Open,,270.85
CP001872,C00817,B021,2025-10-12,Card Issue,Medium,Closed,2025-10-17,434.22
CP001873,C00070,B010,2025-10-30,App/Login,Medium,Closed,2025-11-03,57.56
CP001874,C00830,B001,2026-03-09,App/Login,Low,Closed,2026-03-21,416.67
CP001875,C00258,B001,2025-08-22,Unauthorized Transaction,Low,Closed,2025-08-24,381.9
CP001876,C00199,B020,2024-09-11,Card Issue,Low,Closed,2024-09-19,75.92
CP001877,C00108,B020,2024-07-05,Card Issue,Low,Closed,2024-07-14,219.7
CP001878,C00936,B024,2025-02-18,App/Login,Medium,Open,,359.24
CP001879,C00030,B005,2025-03-18,Unauthorized Transaction,Medium,Closed,2025-03-18,308.7
CP001880,C00278,B021,2024-12-04,Account Service,Low,Closed,2024-12-09,514.34
CP001881,C00176,B015,2026-07-24,Loan Service,Medium,Open,,539.22
CP001882,C00196,B025,2025-10-16,Account Service,High,Closed,2025-10-27,81.15
CP001883,C00052,B001,2026-02-25,Loan Service,Medium,Open,,314.35
CP001884,C00413,B022,2025-03-02,ATM,Low,Closed,2025-03-03,569.21
CP001885,C00059,B025,2024-11-21,App/Login,Low,Closed,2024-11-28,408.61
CP001886,C00912,B007,2025-01-08,Charges/Fees,Medium,Closed,2025-01-13,414.75
CP001887,C00588,B024,2025-01-01,Account Service,High,Closed,2025-01-25,458.92
CP001888,C00387,B018,2025-02-20,Charges/Fees,High,Closed,2025-03-10,244.54
CP001889,C00686,B007,2026-08-13,Unauthorized Transaction,Medium,Closed,2026-08-16,130.11
CP001890,C00049,B018,2024-03-20,ATM,High,Closed,2024-04-11,381.31
CP001891,C00808,B014,2026-02-10,Account Service,Low,Closed,2026-02-14,411.7
CP001892,C00922,B006,2026-04-04,Loan Service,Critical,Closed,2026-04-05,274.05
CP001893,C00330,B010,2026-05-09,Account Service,Low,Open,,664.86
CP001894,C00257,B005,2026-03-03,Account Service,High,Closed,2026-03-26,351.31
CP001895,C00674,B016,2026-08-04,App/Login,Medium,Closed,2026-08-14,663.74
CP001896,C00825,B010,2025-07-06,Unauthorized Transaction,Low,Closed,2025-07-12,427.76
CP001897,C00924,B013,2024-03-31,Loan Service,High,Closed,2024-04-12,675.22
CP001898,C00579,B002,2024-10-23,Account Service,Medium,Closed,2024-10-26,372.33
CP001899,C00392,B017,2026-02-18,Account Service,High,Open,,522.72
CP001900,C00799,B013,2024-08-20,Card Issue,High,Closed,2024-08-20,125.25
CP001901,C00968,B013,2024-11-06,Card Issue,Low,Closed,2024-11-11,413.25
CP001902,C00647,B008,2025-07-17,ATM,Medium,Closed,2025-07-21,559.47
CP001903,C00884,B019,2026-02-15,Loan Service,High,Closed,2026-03-02,202.73
CP001904,C00537,B023,2026-03-18,Account Service,Low,Closed,2026-03-23,67.04
CP001905,C00211,B010,2026-03-24,Unauthorized Transaction,High,Closed,2026-04-08,190.33
CP001906,C00887,B002,2024-01-02,App/Login,Medium,Closed,2024-01-03,280.92
CP001907,C00707,B001,2025-11-29,App/Login,Low,Closed,2025-12-10,379.89
CP001908,C00228,B025,2025-10-24,Loan Service,High,Closed,2025-10-29,466.42
CP001909,C00775,B012,2026-06-29,Charges/Fees,Low,Closed,2026-07-07,558.71
CP001910,C00078,B018,2025-08-09,Card Issue,Low,Open,,366.35
CP001911,C00151,B018,2024-08-05,ATM,High,Closed,2024-08-24,457.31
CP001912,C00185,B002,2025-08-18,App/Login,Low,Open,,553.46
CP001913,C00060,B016,2025-02-21,Loan Service,Medium,Closed,2025-02-27,496.67
CP001914,C00317,B024,2024-12-25,Charges/Fees,Medium,Closed,2024-12-25,111.2
CP001915,C00949,B001,2026-08-24,Charges/Fees,Low,Closed,2026-09-04,310.75
CP001916,C00265,B002,2025-05-24,Loan Service,Medium,Open,,178.73
CP001917,C00559,B014,2025-08-23,ATM,Low,Closed,2025-08-30,260.23
CP001918,C00075,B022,2024-10-03,Charges/Fees,Medium,Closed,2024-10-05,81.66
CP001919,C00478,B015,2024-04-14,Loan Service,Low,Closed,2024-04-25,130.01
CP001920,C00926,B025,2025-06-11,Loan Service,Low,Closed,2025-06-16,624.19
CP001921,C00192,B006,2024-09-09,Charges/Fees,Critical,Closed,2024-09-26,473.44
CP001922,C00517,B006,2026-07-01,Account Service,Low,Closed,2026-07-04,221.1
CP001923,C00439,B024,2026-06-02,Card Issue,Medium,Closed,2026-06-13,656.78
CP001924,C00194,B020,2025-10-23,App/Login,Low,Closed,2025-10-29,513.93
CP001925,C00627,B013,2025-11-14,Loan Service,Medium,Closed,2025-11-14,83.09
CP001926,C00424,B025,2024-10-29,Loan Service,Medium,Closed,2024-11-08,204.58
CP001927,C00632,B001,2025-04-11,App/Login,Low,Closed,2025-04-16,59.87
CP001928,C00395,B019,2025-01-19,ATM,Medium,Closed,2025-01-23,384.69
CP001929,C00830,B001,2024-09-05,Loan Service,High,Closed,2024-09-06,375.07
CP001930,C00747,B014,2025-06-11,Account Service,Medium,Closed,2025-06-20,682.82
CP001931,C00952,B004,2025-05-02,ATM,Medium,Closed,2025-05-14,137.01
CP001932,C00234,B002,2025-10-17,Loan Service,Low,Open,,575.37
CP001933,C00288,B013,2024-09-13,Loan Service,High,Closed,2024-09-18,371.13
CP001934,C00159,B009,2026-07-29,Charges/Fees,High,Closed,2026-08-21,505.57
CP001935,C00716,B008,2026-07-19,Charges/Fees,Low,Closed,2026-07-23,424.47
CP001936,C00871,B017,2025-07-07,Charges/Fees,Medium,Closed,2025-07-15,225.77
CP001937,C00660,B017,2026-01-07,Account Service,High,Closed,2026-01-27,208.69
CP001938,C00242,B025,2025-09-29,Card Issue,Low,Closed,2025-10-08,221.94
CP001939,C00222,B001,2025-12-25,Unauthorized Transaction,Medium,Closed,2026-01-04,579.86
CP001940,C00649,B005,2024-01-21,Loan Service,Low,Closed,2024-01-24,504.76
CP001941,C00129,B007,2026-03-17,Loan Service,High,Closed,2026-03-31,540.13
CP001942,C00248,B018,2025-06-07,Account Service,High,Closed,2025-06-09,250.36
CP001943,C00315,B006,2024-08-22,ATM,Medium,Closed,2024-08-28,373.14
CP001944,C00093,B008,2026-03-20,Card Issue,Medium,Closed,2026-03-26,339.68
CP001945,C00660,B017,2025-07-18,Loan Service,Low,Open,,330.09
CP001946,C00821,B001,2025-07-31,Unauthorized Transaction,Low,Closed,2025-08-12,82.83
CP001947,C00999,B012,2024-01-03,ATM,Medium,Closed,2024-01-06,439.76
CP001948,C00407,B005,2024-05-22,Unauthorized Transaction,Low,Closed,2024-05-24,537.48
CP001949,C00352,B018,2025-11-03,Charges/Fees,Low,Closed,2025-11-04,199.56
CP001950,C00874,B008,2025-10-10,Card Issue,Medium,Open,,572.82
CP001951,C00245,B013,2026-06-30,App/Login,Low,Closed,2026-07-04,627.3
CP001952,C00048,B016,2025-12-18,Loan Service,Low,Closed,2025-12-23,281.0
CP001953,C00982,B016,2026-04-09,Account Service,High,Closed,2026-05-02,186.24
CP001954,C00258,B001,2026-04-28,Charges/Fees,Low,Closed,2026-05-09,364.24
CP001955,C00808,B014,2024-03-05,Charges/Fees,Critical,Closed,2024-03-12,824.32
CP001956,C00487,B007,2024-05-02,Card Issue,High,Closed,2024-05-10,378.32
CP001957,C00877,B011,2025-10-31,Card Issue,Medium,Closed,2025-11-06,301.41
CP001958,C00145,B019,2024-03-07,Loan Service,Low,Closed,2024-03-10,218.94
CP001959,C00678,B016,2024-09-13,Card Issue,Critical,Closed,2024-09-16,1186.04
CP001960,C00095,B024,2024-10-19,Card Issue,Low,Closed,2024-10-29,186.26
